molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC5O,fp
CHEMBL47986,O=CN/C=C/c1cc(O)ccc1O,inactive,179.17499999999998,0.8144999999999998,3.0,3.0,4.853871964321762,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8598c0>
CHEMBL138125,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,active,434.30100000000016,5.510200000000003,2.0,6.0,6.623423042943488,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a650>
CHEMBL137364,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,active,456.34800000000035,4.247200000000003,2.0,7.0,7.1938200260161125,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859c40>
CHEMBL308339,N#CC(C#N)=C1C(=O)NC(=O)NC1=O,inactive,190.118,-1.30384,2.0,5.0,2.853871964321762,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859e70>
CHEMBL78174,N#CC(C#N)=Cc1ccc(C(=O)O)cc1,inactive,198.18099999999998,1.81536,1.0,3.0,3.3665315444204134,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc858f90>
CHEMBL302552,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1,active,511.9450000000004,2.895500000000001,4.0,7.0,7.657577319177793,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8590e0>
CHEMBL309598,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,inactive,218.16799999999998,1.1196599999999999,4.0,6.0,4.8696662315049934,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859930>
CHEMBL67057,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,active,559.6300000000002,4.824820000000003,3.0,7.0,8.346787486224656,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a490>
CHEMBL332096,Nc1ccc2ncnc(NCc3ccccc3)c2c1,active,250.30500000000004,2.8241000000000014,2.0,4.0,6.29413628771608,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a3b0>
CHEMBL77387,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,inactive,215.16799999999995,1.7309599999999998,1.0,5.0,3.3467874862246565,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859770>
CHEMBL432903,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,active,526.0160000000002,4.5219400000000025,4.0,6.0,6.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a180>
CHEMBL69964,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,active,495.94600000000037,3.5295200000000015,3.0,6.0,6.6777807052660805,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859230>
CHEMBL78184,N#C/C(=C\c1ccc(F)cc1)C(=O)O,inactive,191.161,1.8172799999999998,1.0,2.0,3.0793549985932125,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a6c0>
CHEMBL76985,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,inactive,201.18099999999998,1.49068,1.0,3.0,4.327902142064283,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a7a0>
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,inactive,180.159,1.1956,3.0,3.0,2.9208187539523753,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859460>
CHEMBL69629,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,active,525.9720000000001,3.203920000000001,4.0,7.0,8.187086643357144,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8593f0>
CHEMBL77197,COc1cc(/C(C)=C(\C#N)C(=O)O)ccc1O,inactive,233.22299999999998,1.78248,2.0,4.0,2.958607314841775,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859380>
CHEMBL305695,N#CC(C#N)=Cc1ccc(O)cc1,inactive,170.171,1.82276,1.0,3.0,3.2518119729937993,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a730>
CHEMBL76587,N#CC(C#N)Cc1ccc(O)cc1,inactive,172.187,1.5980599999999998,1.0,3.0,2.1870866433571443,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a810>
CHEMBL66570,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,active,509.97300000000024,3.919620000000001,3.0,6.0,7.886056647693163,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8595b0>
CHEMBL308048,N#C/C(=C\c1ccc(O)cc1)C(N)=O,inactive,188.18599999999998,0.7844799999999998,2.0,3.0,3.0969100130080562,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a8f0>
CHEMBL311119,N#CC(C#N)=Cc1ccc(C=O)cc1,inactive,182.182,1.9296599999999997,0.0,3.0,4.221848749616356,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8597e0>
CHEMBL76905,N#CC(C#N)=Cc1cc(O)cc(O)c1,inactive,186.17,1.52836,2.0,4.0,4.431798275933005,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859850>
CHEMBL77524,COc1ccc(/C=C(\C#N)C(=O)O)cc1,inactive,203.19699999999997,1.68678,1.0,3.0,3.0793549985932125,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8594d0>
CHEMBL305194,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,active,413.7960000000001,3.8401200000000006,4.0,5.0,7.5376020021010435,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a880>
CHEMBL307250,COc1cc(/C=C(\C#N)C(=O)O)ccc1O,inactive,219.196,1.39238,2.0,4.0,3.4881166390211256,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a960>
CHEMBL343352,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,active,270.72300000000007,3.609000000000001,2.0,4.0,6.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a9d0>
CHEMBL52765,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,315.17400000000004,3.7181000000000015,2.0,4.0,7.356547323513812,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85aa40>
CHEMBL311564,COc1ccc(C(O)=C(C#N)C#N)cc1,inactive,200.197,2.0114600000000005,1.0,4.0,3.3467874862246565,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85aab0>
CHEMBL76642,N#C/C(=C/c1cc(O)ccc1O)C(=O)O,inactive,205.16899999999998,1.0893799999999998,3.0,4.0,4.1249387366083,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85ab20>
CHEMBL308645,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,active,441.8500000000001,4.1591200000000015,4.0,5.0,8.327902142064282,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85ab90>
CHEMBL67003,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,active,560.6180000000002,4.219820000000002,3.0,8.0,8.744727494896694,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85ac00>
CHEMBL307248,N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1,inactive,269.25999999999993,1.9204599999999998,2.0,4.0,3.193820026016113,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85ac70>
CHEMBL310958,N#CC(C#N)=NNc1ccc(O)cc1,inactive,186.174,1.20726,2.0,5.0,3.6478174818886373,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85ace0>
CHEMBL78005,N#CC(C#N)=Cc1ccc2c(c1)OCO2,inactive,198.18099999999995,1.84586,0.0,4.0,3.4559319556497243,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85ad50>
CHEMBL134312,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,371.242,4.696200000000003,1.0,5.0,7.958607314841775,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85adc0>
CHEMBL77243,CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O,inactive,300.402,3.4696800000000017,2.0,3.0,4.259637310505756,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85ae30>
CHEMBL77778,N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1,inactive,224.219,2.2149599999999996,1.0,3.0,3.3467874862246565,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85aea0>
CHEMBL305246,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,active,495.9460000000001,3.5295200000000007,3.0,6.0,8.55284196865778,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85af10>
CHEMBL69966,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,active,497.5590000000004,2.3927199999999997,4.0,7.0,7.7447274948966935,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85af80>
CHEMBL57712,N#CC(C#N)=Cc1cc[n+]([O-])cc1,inactive,171.15899999999996,0.75056,0.0,3.0,2.886056647693163,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85aff0>
CHEMBL77869,COc1cc(C=C(C#N)C#N)ccc1O,inactive,200.197,1.8313599999999997,1.0,4.0,3.6989700043360187,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b060>
CHEMBL69358,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,active,511.9890000000001,4.213520000000002,4.0,6.0,8.920818753952375,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b0d0>
CHEMBL137189,C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,active,292.34600000000006,4.090720000000002,2.0,5.0,6.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b140>
CHEMBL137617,C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,357.2150000000001,4.544800000000002,2.0,5.0,7.4089353929735005,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b1b0>
CHEMBL137027,CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,active,306.373,3.802200000000002,1.0,5.0,6.31695296176115,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b220>
CHEMBL78257,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,active,268.23199999999997,0.9703399999999998,4.0,7.0,6.096910013008056,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b290>
CHEMBL76082,N#CC(C#N)=Cc1cc2c(cc1[N+](=O)[O-])OCO2,inactive,243.17799999999994,1.7540600000000002,0.0,6.0,3.2518119729937993,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b300>
CHEMBL77595,N#C/C(=C\c1ccccc1)C(=O)O,inactive,173.17099999999996,1.6781799999999996,1.0,2.0,3.070581074285707,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859b60>
CHEMBL310514,N#CC(C#N)=Cc1ccc[nH]1,inactive,143.14899999999997,1.4452599999999998,1.0,2.0,3.585026652029182,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b450>
CHEMBL304971,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,active,495.9460000000002,3.5295200000000007,3.0,6.0,6.3872161432802645,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b370>
CHEMBL69071,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,active,509.97300000000024,3.9643200000000016,4.0,6.0,8.229147988357855,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859ee0>
CHEMBL137534,CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,414.3110000000001,4.476600000000003,2.0,6.0,7.42021640338319,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b4c0>
CHEMBL137788,C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,active,292.34600000000006,3.650800000000002,2.0,5.0,6.474955192963154,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b3e0>
CHEMBL424093,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,active,433.31300000000016,6.115200000000003,2.0,5.0,7.6020599913279625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859d90>
CHEMBL78150,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,inactive,282.387,4.417760000000005,1.0,3.0,3.337242168318426,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b610>
CHEMBL264382,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,active,602.6990000000002,4.4144200000000025,4.0,8.0,8.958607314841775,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b5a0>
CHEMBL308133,O=C(O)C(=Cc1ccc(O)cc1)C(=O)O,inactive,208.16899999999998,0.9448000000000001,3.0,3.0,2.8239087409443187,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b6f0>
CHEMBL307179,COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O,inactive,245.194,1.73956,1.0,6.0,3.795880017344075,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b840>
CHEMBL305782,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,active,455.8770000000003,4.467540000000002,4.0,5.0,6.7447274948966935,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b760>
CHEMBL308672,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,active,511.9890000000001,4.213520000000002,4.0,6.0,6.346787486224656,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b530>
CHEMBL133023,Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1,active,306.3730000000001,4.2421200000000026,1.0,5.0,7.619788758288394,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b990>
CHEMBL310400,N#CC(C#N)=Cc1cccc(O)c1,inactive,170.17099999999996,1.8227599999999997,1.0,3.0,3.425968732272281,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b8b0>
CHEMBL136674,COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,401.2680000000001,4.561400000000003,2.0,6.0,7.1487416512809245,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b680>
CHEMBL73820,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O,inactive,205.16899999999998,1.0893799999999998,3.0,4.0,4.6020599913279625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a1f0>
CHEMBL79064,N#CC(C#N)=C(O)c1ccc(O)cc1,inactive,186.17,1.7084599999999999,2.0,4.0,3.638272163982407,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b920>
CHEMBL77803,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,active,331.129,2.027240000000001,3.0,6.0,6.301029995663981,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85b7d0>
CHEMBL75718,N#C/C=C/c1ccc(O)cc1,inactive,145.161,1.9289799999999997,1.0,2.0,2.619788758288394,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a500>
CHEMBL77298,COc1cc(C=C(C#N)C#N)cc(Br)c1O,inactive,279.093,2.5938600000000007,1.0,4.0,3.815308569182401,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85ba00>
CHEMBL431996,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,inactive,380.4000000000002,3.101600000000002,4.0,3.0,4.247951552180561,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85bae0>
CHEMBL86531,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,inactive,415.4710000000003,2.0508,4.0,4.0,4.536107011014093,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85bbc0>
CHEMBL138691,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,active,441.3330000000001,3.6115000000000013,1.0,6.0,8.3767507096021,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85a5e0>
CHEMBL139307,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,496.40900000000005,4.377200000000003,1.0,6.0,8.481486060122112,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85bca0>
CHEMBL322298,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,active,411.2920000000001,5.528800000000003,1.0,5.0,6.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85bd10>
CHEMBL111434,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,active,476.1610000000001,5.8084000000000024,1.0,5.0,6.173925197299173,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85bd80>
CHEMBL111197,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,active,427.2910000000001,5.054500000000003,1.0,6.0,7.522878745280337,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85bf40>
CHEMBL136058,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,active,540.4220000000001,2.8641000000000005,3.0,8.0,9.09151498112135,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85be60>
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,active,446.9100000000004,4.275600000000003,1.0,7.0,6.288192770958809,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8592a0>
CHEMBL95320,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,active,417.46500000000026,3.8817800000000027,1.0,7.0,6.070581074285707,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85bdf0>
CHEMBL545315,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,active,558.8690000000005,5.235100000000005,2.0,7.0,8.823908740944319,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc859700>
CHEMBL422292,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,active,442.2730000000001,3.588700000000001,2.0,7.0,8.823908740944319,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85bed0>
CHEMBL113023,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,active,441.31800000000015,5.3629200000000035,1.0,6.0,6.6020599913279625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85bb50>
CHEMBL304414,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,inactive,562.7200000000003,7.9740000000000055,2.0,6.0,5.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc85ba70>
